epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,dropout_rate,weight_decay
1,0.6810580215967896,0.6630952900106256,0.6174976370510397,0.6557765151515151,0.0001,0.2,0.0001
2,0.642515328408189,0.6280934620987285,0.6598534971644613,0.6633522727272727,0.0001,0.2,0.0001
3,0.6152715103274707,0.613738984321103,0.6686554820415879,0.6680871212121212,0.0001,0.2,0.0001
4,0.6045098797134731,0.6079379333691164,0.6747991493383743,0.6714015151515151,0.0001,0.2,0.0001
5,0.5966742233089779,0.6050964065573432,0.6794659735349716,0.6690340909090909,0.0001,0.2,0.0001
6,0.5924034777232965,0.6040210163954532,0.6808837429111532,0.6775568181818182,0.0001,0.2,0.0001
7,0.5895350853188953,0.6017616061550198,0.685609640831758,0.6761363636363636,0.0001,0.2,0.0001
8,0.5866599610261971,0.6011227242874376,0.6879725897920604,0.678030303030303,0.0001,0.2,0.0001
9,0.5851594596143481,0.5999565494782997,0.6892131379962193,0.6770833333333334,0.0001,0.2,0.0001
10,0.583277333098233,0.5991757363080978,0.6900401701323251,0.6785037878787878,0.0001,0.2,0.0001
11,0.5812737773012349,0.5984059965068643,0.6921077504725898,0.6751893939393939,0.0001,0.2,0.0001
12,0.57913611341965,0.598353487072569,0.6918714555765595,0.6818181818181818,0.0001,0.2,0.0001
13,0.5778536754880376,0.5973218074350646,0.6951205103969754,0.6822916666666666,0.0001,0.2,0.0001
14,0.576324867475461,0.5967319228432395,0.696124763705104,0.681344696969697,0.0001,0.2,0.0001
15,0.574959394330113,0.5959855169057846,0.6977788279773157,0.6794507575757576,0.0001,0.2,0.0001
16,0.5741674447104701,0.5957696957118583,0.6980741965973535,0.6827651515151515,0.0001,0.2,0.0001
17,0.5725954262317917,0.5952822791807579,0.6984286389413988,0.6808712121212122,0.0001,0.2,0.0001
18,0.570586087685677,0.5950464475335497,0.7015004725897921,0.6818181818181818,0.0001,0.2,0.0001
19,0.5675060062304788,0.5958352969451384,0.7026228733459358,0.6860795454545454,0.0001,0.2,0.0001
20,0.5677156590052047,0.5941928426424662,0.7018549149338374,0.6803977272727273,0.0001,0.2,0.0001
21,0.5675856272191767,0.5935561187339552,0.7005552930056711,0.6832386363636364,0.0001,0.2,0.0001
22,0.5641910908690924,0.5941640734672546,0.7046904536862004,0.6841856060606061,0.0001,0.2,0.0001
23,0.5628657575929097,0.5926342602028991,0.707703213610586,0.6856060606060606,0.0001,0.2,0.0001
24,0.5627285054478167,0.5930945015314854,0.7064035916824196,0.6851325757575758,0.0001,0.2,0.0001
25,0.5594167534142226,0.5918389527183591,0.7075850661625709,0.6884469696969697,0.0001,0.2,0.0001
26,0.5584926341567013,0.591493238102306,0.7082348771266541,0.6879734848484849,0.0001,0.2,0.0001
27,0.5564294246453193,0.591308721538746,0.7113067107750473,0.6841856060606061,0.0001,0.2,0.0001
28,0.5555388088037025,0.5919304205612703,0.7133152173913043,0.6884469696969697,0.0001,0.2,0.0001
29,0.5532232769720946,0.5907349514238762,0.7142603969754253,0.6889204545454546,0.0001,0.2,0.0001
30,0.5517429320145194,0.5917956391067216,0.7154418714555766,0.6893939393939394,0.0001,0.2,0.0001
31,0.5497889413387428,0.5917508299603607,0.7167414933837429,0.6898674242424242,0.0001,0.2,0.0001
32,0.5504364762842543,0.5909957149715135,0.7169777882797732,0.6889204545454546,0.0001,0.2,0.0001
33,0.5473946575744391,0.5892206574931289,0.7177457466918714,0.6870265151515151,0.0001,0.2,0.0001
34,0.5469922447024311,0.5906645407279333,0.7179820415879017,0.6922348484848485,0.0001,0.2,0.0001
35,0.5453628982735942,0.5895960475459243,0.7190453686200378,0.6879734848484849,0.0001,0.2,0.0001
36,0.5430566260629881,0.5898190307797808,0.7205812854442344,0.6917613636363636,0.0001,0.2,0.0001
37,0.5406827152000708,0.588752808895978,0.7241257088846881,0.6884469696969697,0.0001,0.2,0.0001
38,0.5411806482335796,0.5890649782888817,0.7246573724007561,0.6931818181818182,0.0001,0.2,0.0001
39,0.5373245590913949,0.5889139577294841,0.7287925330812854,0.6941287878787878,0.0001,0.2,0.0001
40,0.5368552146539346,0.5877383649349213,0.7279655009451795,0.6898674242424242,0.0001,0.2,0.0001
41,0.5339122023891186,0.5890480307015505,0.7292651228733459,0.6979166666666666,0.0001,0.2,0.0001
42,0.5329284978386134,0.587537092241374,0.7327504725897921,0.6946022727272727,0.0001,0.2,0.0001
43,0.5309954250692646,0.5875945086732055,0.7336365784499055,0.6955492424242424,0.0001,0.2,0.0001
44,0.5296838381424518,0.5869925830400351,0.7356450850661626,0.6912878787878788,0.0001,0.2,0.0001
45,0.5272479645471266,0.5879970486416961,0.7376535916824196,0.696969696969697,0.0001,0.2,0.0001
46,0.5254156435707792,0.5906036586472483,0.7374763705103969,0.6898674242424242,0.0001,0.2,0.0001
47,0.5251261715852922,0.5868088977806496,0.7378898865784499,0.6908143939393939,0.0001,0.2,0.0001
48,0.5241901419338522,0.5868106267668984,0.7385987712665406,0.6979166666666666,0.0001,0.2,0.0001
49,0.5221675886210962,0.5860991550214363,0.7396620982986768,0.6927083333333334,0.0001,0.2,0.0001
50,0.5180388357779029,0.5869028559236815,0.7448605860113422,0.696969696969697,0.0001,0.2,0.0001
51,0.5172983805150752,0.5856944128419413,0.7438563327032136,0.6912878787878788,0.0001,0.2,0.0001
52,0.5146879376614703,0.5872831791639328,0.748109640831758,0.6988636363636364,0.0001,0.2,0.0001
53,0.5132810661044599,0.586351981217211,0.7493501890359168,0.6964962121212122,0.0001,0.2,0.0001
54,0.5123868842656761,0.5848815143108368,0.7487594517958412,0.6950757575757576,0.0001,0.2,0.0001
55,0.5084970763449633,0.585723034360192,0.749468336483932,0.6983901515151515,0.0001,0.2,0.0001
56,0.5071292592244248,0.5854762630029158,0.7523038752362949,0.6964962121212122,0.0001,0.2,0.0001
57,0.5060458386665482,0.5858264393878706,0.7545486767485823,0.6979166666666666,0.0001,0.2,0.0001
58,0.50435677548212,0.58787815182498,0.7564981096408318,0.6960227272727273,0.0001,0.2,0.0001
59,0.5022241700799794,0.5857535564538204,0.7590973534971645,0.6922348484848485,0.0001,0.2,0.0001
60,0.5000201480600469,0.5868669983112451,0.757679584120983,0.6983901515151515,0.0001,0.2,0.0001
61,0.4983401915414121,0.587220572160952,0.7632325141776938,0.7021780303030303,0.0001,0.2,0.0001
62,0.4952150373552382,0.5881562657428511,0.7645912098298677,0.7021780303030303,0.0001,0.2,0.0001
63,0.493437408217861,0.5891039750792764,0.7648865784499055,0.7012310606060606,0.0001,0.2,0.0001
64,0.49182274368625056,0.5867630279425419,0.7666587901701323,0.7002840909090909,0.0001,0.2,0.0001
