epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.6426343801792267,0.5794196029504141,0.6224007561436673,0.6775568181818182,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
2,0.5789034720967984,0.5544346968332926,0.6885633270321361,0.7059659090909091,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
3,0.5608800322324432,0.5466209528121081,0.7003780718336484,0.7163825757575758,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
4,0.5485440280239163,0.5500793339628162,0.7099480151228733,0.7111742424242424,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
5,0.5381372825071807,0.5354784365856287,0.717804820415879,0.7258522727272727,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
6,0.5294996716842647,0.5332906354557384,0.7195770321361059,0.7272727272727273,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
7,0.5241743160380026,0.53399857878685,0.727374763705104,0.724905303030303,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
8,0.5193109254868585,0.5297139327634465,0.7349952741020794,0.7244318181818182,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
9,0.5136735172262714,0.5267572511326183,0.7336365784499055,0.7324810606060606,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
10,0.5056067977156948,0.5301305123350837,0.7410798676748582,0.7277462121212122,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
11,0.5036488918478412,0.5261886571392869,0.7381852551984878,0.7258522727272727,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
12,0.4983280857986223,0.5286432694305073,0.7436791115311909,0.7367424242424242,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
13,0.49167729184623027,0.5278047097451759,0.7522448015122873,0.7301136363636364,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
14,0.4859015827537259,0.5325799448923632,0.75242202268431,0.7334280303030303,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
