epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,dropout_rate,weight_decay
1,0.679016072831217,0.6633207084554614,0.5757325141776938,0.6017992424242424,0.0001,0,0.001
2,0.640538216763949,0.6264815908489805,0.655304820415879,0.65625,0.0001,0,0.001
3,0.6123699334596191,0.6128294156356291,0.6702504725897921,0.6685606060606061,0.0001,0,0.001
4,0.6009711934172589,0.6067324781959708,0.6726134215500945,0.6709280303030303,0.0001,0,0.001
5,0.59426516069131,0.60343140047608,0.6815926275992439,0.6742424242424242,0.0001,0,0.001
6,0.5906109680300173,0.602745891068921,0.68507797731569,0.6794507575757576,0.0001,0,0.001
7,0.5885803632452267,0.6011908248518453,0.6859050094517959,0.6818181818181818,0.0001,0,0.001
8,0.5869650027251649,0.5991501808166504,0.686023156899811,0.6799242424242424,0.0001,0,0.001
9,0.5864358196186433,0.5985939489169554,0.6863775992438563,0.6803977272727273,0.0001,0,0.001
10,0.5829522486332459,0.5995146641225526,0.6907490548204159,0.6827651515151515,0.0001,0,0.001
11,0.5819122733826448,0.5978320484811609,0.6919305293005671,0.6803977272727273,0.0001,0,0.001
12,0.5822683911918467,0.5977893571058909,0.6900401701323251,0.6794507575757576,0.0001,0,0.001
13,0.5797086664825847,0.597070041027936,0.6937618147448015,0.6822916666666666,0.0001,0,0.001
14,0.5800662471689213,0.5968166065938545,0.6928166351606805,0.6822916666666666,0.0001,0,0.001
15,0.5791623071258596,0.5964828115521055,0.6941162570888468,0.6785037878787878,0.0001,0,0.001
16,0.5783153668130503,0.5962490574880079,0.6958293950850661,0.6822916666666666,0.0001,0,0.001
17,0.576662350354438,0.5962873634063837,0.6965973534971645,0.6766098484848485,0.0001,0,0.001
18,0.5758315658862289,0.5988853068062754,0.696124763705104,0.6860795454545454,0.0001,0,0.001
19,0.5760514051116482,0.5964574186187802,0.6977197542533081,0.6794507575757576,0.0001,0,0.001
20,0.5758219587216982,0.5959045236760919,0.6981332703213611,0.6799242424242424,0.0001,0,0.001
21,0.5762125026638882,0.5954455512039589,0.6951205103969754,0.681344696969697,0.0001,0,0.001
