epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,1.7791801035139296,1.7072831299288054,0.30077777777777776,0.33620150207627747,0.0001,16,32,0.1,0,cross_entropy
2,1.695660833676656,1.6715082361343059,0.34983333333333333,0.34567949535153436,0.0001,16,32,0.1,0,cross_entropy
3,1.668890098783705,1.6508869499179488,0.36144444444444446,0.36254954126709743,0.0001,16,32,0.1,0,cross_entropy
4,1.6502088439729479,1.6447671440476221,0.3675555555555556,0.36144138523872865,0.0001,16,32,0.1,0,cross_entropy
5,1.6345899871190388,1.6431772793438417,0.37594444444444447,0.36252346698274,0.0001,16,32,0.1,0,cross_entropy
6,1.6219944276809692,1.6295742599676686,0.3828611111111111,0.3707498958770265,0.0001,16,32,0.1,0,cross_entropy
7,1.6092417250739204,1.623973435543953,0.3865,0.3727445767280903,0.0001,16,32,0.1,0,cross_entropy
8,1.6000452150768705,1.621424138968718,0.3893611111111111,0.373435544629469,0.0001,16,32,0.1,0,cross_entropy
9,1.5895968837208219,1.6166184650245288,0.39605555555555555,0.3782853568699343,0.0001,16,32,0.1,0,cross_entropy
10,1.580559451844957,1.624006743126727,0.39855555555555555,0.37543022548053284,0.0001,16,32,0.1,0,cross_entropy
11,1.5735833819707234,1.6191738928463442,0.4001388888888889,0.370306633465679,0.0001,16,32,0.1,0,cross_entropy
12,1.5618708034091526,1.6158172340257793,0.40669444444444447,0.37762046325291304,0.0001,16,32,0.1,0,cross_entropy
13,1.5537909679412842,1.6273245794553284,0.4082222222222222,0.3749608887848279,0.0001,16,32,0.1,0,cross_entropy
14,1.5491816942426893,1.617934468790149,0.4082222222222222,0.3747653318635115,0.0001,16,32,0.1,0,cross_entropy
15,1.5392091640896268,1.628186120209119,0.41358333333333336,0.37629067601887045,0.0001,16,32,0.1,0,cross_entropy
