epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,dropout_rate,weight_decay
1,1.9433735082414416,1.9402292298932446,0.24405555555555555,0.2726194201209021,5e-05,0.1,0.0001
2,1.9350169421301948,1.9306388087306463,0.2930833333333333,0.2833098665619573,5e-05,0.1,0.0001
3,1.9224208999209933,1.9175296159500772,0.2971388888888889,0.2846396537959998,5e-05,0.1,0.0001
4,1.907394007894728,1.9036655197752284,0.2961111111111111,0.27821234883146084,5e-05,0.1,0.0001
5,1.893306205643548,1.8914125464486737,0.29497222222222225,0.2804286608881984,5e-05,0.1,0.0001
6,1.8797668671078152,1.8810713138986142,0.2956666666666667,0.27488788074635445,5e-05,0.1,0.0001
7,1.869203373061286,1.8727279402685504,0.29533333333333334,0.272032749356953,5e-05,0.1,0.0001
8,1.8598815059661866,1.8659797788511776,0.29825,0.27092459332858415,5e-05,0.1,0.0001
9,1.8531864332622952,1.860582373666425,0.29441666666666666,0.27646537347042816,5e-05,0.1,0.0001
10,1.8457905113432143,1.8562708416729108,0.2975277777777778,0.2820061536122721,5e-05,0.1,0.0001
11,1.8400429799821643,1.8522847620307976,0.30130555555555555,0.27602211105908064,5e-05,0.1,0.0001
12,1.835772204928928,1.8489840191306797,0.2996388888888889,0.2777951607044707,5e-05,0.1,0.0001
13,1.8298301060994466,1.8461947458010193,0.30233333333333334,0.2773518982931232,5e-05,0.1,0.0001
14,1.8275918140411378,1.8439400010075129,0.2995833333333333,0.2808979975839033,5e-05,0.1,0.0001
15,1.8234556545681424,1.8419900227945747,0.30286111111111114,0.27801679191014445,5e-05,0.1,0.0001
16,1.8208008997175429,1.8404395115290972,0.30144444444444446,0.27978984155553455,5e-05,0.1,0.0001
17,1.8174203758239746,1.8388789368013965,0.30336111111111114,0.27890331673283947,5e-05,0.1,0.0001
18,1.8140367999606661,1.837712249011858,0.30344444444444446,0.2773518982931232,5e-05,0.1,0.0001
19,1.8124075164794922,1.8368196174608056,0.30383333333333334,0.2733625365909955,5e-05,0.1,0.0001
20,1.8103033934699164,1.835759829122124,0.30227777777777776,0.2777951607044707,5e-05,0.1,0.0001
21,1.8076148330900403,1.835130032918132,0.30180555555555555,0.2771302670874494,5e-05,0.1,0.0001
