epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,1.8979456564585369,1.8368116727112034,0.25475,0.2894633917521078,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
2,1.8246947003470526,1.7908524528462837,0.3005555555555556,0.29463913233567635,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
3,1.7921547367307875,1.775384894499542,0.30930555555555556,0.31741499795135875,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
4,1.7731413148244222,1.7640561575585223,0.31555555555555553,0.3238423029158978,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
5,1.756710587925381,1.7522914722456153,0.31855555555555554,0.30835419280309206,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
6,1.741771891064114,1.7505565932456484,0.32716666666666666,0.3019008135541956,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
7,1.7311084064907498,1.7547262416663745,0.32916666666666666,0.3165284731286637,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
8,1.7189013050927056,1.7476428375176505,0.3373333333333333,0.32409000840592894,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
9,1.7078613687091404,1.7467493917925139,0.3368611111111111,0.3220692532705077,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
10,1.6985090263154772,1.7432442523063498,0.34219444444444447,0.31497705468894743,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
11,1.6898751515282524,1.7508401735454586,0.3462222222222222,0.31918804759674885,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
12,1.6799683454301622,1.7527293812298606,0.34444444444444444,0.3214043596534864,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
13,1.6708060327106051,1.7451900539668739,0.34855555555555556,0.3198529412137701,0.0001,16,32,0.1,0.0001,weighted_cross_entropy
