epoch,train_loss,val_loss,train_accuracy,val_accuracy,lr,weight_decay,loss_function
1,0.6078526175427752,0.5699001361023296,0.6579040642722117,0.693655303030303,0.0001,0.0001,cross_entropy
2,0.5594249138281115,0.547857560894706,0.7042178638941399,0.7130681818181818,0.0001,0.0001,cross_entropy
3,0.542360736145189,0.5424616571628686,0.7118383742911153,0.7135416666666666,0.0001,0.0001,cross_entropy
4,0.5324776701079875,0.5589946508407593,0.7219990548204159,0.7050189393939394,0.0001,0.0001,cross_entropy
5,0.5193839074307894,0.5441337552937594,0.7303284499054821,0.7225378787878788,0.0001,0.0001,cross_entropy
6,0.5101941955224778,0.5448230581753182,0.7393076559546313,0.7140151515151515,0.0001,0.0001,cross_entropy
