epoch,train_loss,val_loss,train_accuracy,val_accuracy,lr,weight_decay,loss_function
1,1.7381152068244086,1.6635167091450793,0.32466666666666666,0.3575041718939517,0.0001,0,cross_entropy
2,1.6629657765494452,1.6407146352402708,0.36277777777777775,0.35908166461802543,0.0001,0,cross_entropy
3,1.6318639096154106,1.6286611007460465,0.37655555555555553,0.3652612640925333,0.0001,0,cross_entropy
4,1.6036012529797024,1.6446550374335431,0.38630555555555557,0.37058041302870354,0.0001,0,cross_entropy
5,1.5758843060599432,1.6395849133214206,0.3934722222222222,0.3680903214089414,0.0001,0,cross_entropy
6,1.5466940432654486,1.6420016035120537,0.4126388888888889,0.3727706510124477,0.0001,0,cross_entropy
