epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.6024082941219273,0.5125455752015113,0.6555907172995781,0.7333333333333333,0.0001,8,16,0.1,0,cross_entropy
2,0.5047529359281314,0.47415755887826283,0.7408359704641351,0.7578125,0.0001,8,16,0.1,0,cross_entropy
3,0.48012803966486,0.4659473292529583,0.757120253164557,0.771875,0.0001,8,16,0.1,0,cross_entropy
4,0.4676410423803933,0.4619090102612972,0.7666139240506329,0.7770833333333333,0.0001,8,16,0.1,0,cross_entropy
5,0.4574171978398717,0.4591827966272831,0.7740638185654009,0.7770833333333333,0.0001,8,16,0.1,0,cross_entropy
6,0.45268264145665027,0.45748159984747566,0.7766350210970464,0.7765625,0.0001,8,16,0.1,0,cross_entropy
7,0.44424450667850074,0.45709269170959793,0.7813818565400844,0.7848958333333333,0.0001,8,16,0.1,0,cross_entropy
8,0.4373118734686687,0.4595875923832258,0.7866561181434599,0.78125,0.0001,8,16,0.1,0,cross_entropy
9,0.43389366582853384,0.45114420155684154,0.7876450421940928,0.7859375,0.0001,8,16,0.1,0,cross_entropy
10,0.4276411112727998,0.45499376753966014,0.7932489451476793,0.784375,0.0001,8,16,0.1,0,cross_entropy
11,0.42145512856637374,0.44829425935943923,0.7999077004219409,0.7833333333333333,0.0001,8,16,0.1,0,cross_entropy
12,0.41924985689955924,0.4534271821379662,0.7950949367088608,0.7817708333333333,0.0001,8,16,0.1,0,cross_entropy
13,0.41368381763938106,0.4556204453110695,0.7997758438818565,0.7822916666666667,0.0001,8,16,0.1,0,cross_entropy
14,0.4080510041067369,0.4525259494781494,0.8024789029535865,0.7848958333333333,0.0001,8,16,0.1,0,cross_entropy
