epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.5813919689333389,0.4947139064470927,0.6811708860759493,0.7536458333333333,0.0001,16,32,0.1,0.0001,cross_entropy
2,0.4941112762513543,0.4737764373421669,0.7534941983122363,0.7645833333333333,0.0001,16,32,0.1,0.0001,cross_entropy
3,0.47407987940160534,0.45930855671564735,0.7631856540084389,0.7802083333333333,0.0001,16,32,0.1,0.0001,cross_entropy
4,0.46238539147854857,0.4536743017534415,0.7715585443037974,0.7760416666666666,0.0001,16,32,0.1,0.0001,cross_entropy
5,0.45277656709091574,0.45397183001041413,0.7771624472573839,0.7822916666666667,0.0001,16,32,0.1,0.0001,cross_entropy
6,0.4438202507196599,0.45644905318816503,0.7828322784810127,0.7838541666666666,0.0001,16,32,0.1,0.0001,cross_entropy
7,0.4341957365410237,0.4533894707759221,0.7895569620253164,0.7807291666666667,0.0001,16,32,0.1,0.0001,cross_entropy
8,0.4307867573723511,0.44958518048127494,0.788699894514768,0.7828125,0.0001,16,32,0.1,0.0001,cross_entropy
9,0.4223728729765626,0.45671617835760114,0.7970068565400844,0.778125,0.0001,16,32,0.1,0.0001,cross_entropy
10,0.41499677727997053,0.45191835388541224,0.801292194092827,0.78125,0.0001,16,32,0.1,0.0001,cross_entropy
11,0.41105192274106706,0.4510576027135054,0.8030722573839663,0.7854166666666667,0.0001,16,32,0.1,0.0001,cross_entropy
