epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.6074067378723169,0.5077165255943934,0.651832805907173,0.7302083333333333,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
2,0.5117990040074923,0.48273185988267264,0.7333860759493671,0.7651041666666667,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
3,0.4932617293945848,0.4801659127076467,0.7457146624472574,0.740625,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
4,0.48007598921719485,0.47103416522343955,0.7533623417721519,0.7739583333333333,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
5,0.4711910325892364,0.465361941854159,0.7641086497890295,0.7526041666666666,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
6,0.4636685237099853,0.4625253568092982,0.7685917721518988,0.7692708333333333,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
7,0.4589255131183797,0.463957862307628,0.7701740506329114,0.7536458333333333,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
8,0.4557056928108513,0.46156093329191206,0.7736682489451476,0.7640625,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
9,0.44737853062681004,0.4620988542834918,0.7757120253164557,0.7796875,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
10,0.4411282934531381,0.4611038108666738,0.7772943037974683,0.7692708333333333,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
11,0.43725887924935747,0.475844170153141,0.78395305907173,0.75625,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
12,0.42982499854725625,0.47327771261334417,0.786326476793249,0.753125,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
13,0.4247661878665288,0.46173872277140615,0.7896228902953587,0.7682291666666666,0.0001,8,16,0.1,0.0001,weighted_cross_entropy
