epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.6105438353265891,0.5267643302679061,0.6421413502109705,0.6989583333333333,0.0001,8,16,0.1,0,weighted_cross_entropy
2,0.5117997144219242,0.48296383519967395,0.7323971518987342,0.7598958333333333,0.0001,8,16,0.1,0,weighted_cross_entropy
3,0.48643958034143164,0.47400963654120765,0.75,0.7583333333333333,0.0001,8,16,0.1,0,weighted_cross_entropy
4,0.4789476322348108,0.4711346926788489,0.7584388185654009,0.7671875,0.0001,8,16,0.1,0,weighted_cross_entropy
5,0.4675172677397225,0.4676094646255175,0.7648338607594937,0.7703125,0.0001,8,16,0.1,0,weighted_cross_entropy
6,0.4582973171638537,0.46627103686332705,0.7706355485232067,0.7619791666666667,0.0001,8,16,0.1,0,weighted_cross_entropy
7,0.4523254195660478,0.46367744902769725,0.7755142405063291,0.753125,0.0001,8,16,0.1,0,weighted_cross_entropy
8,0.44472507811799833,0.45945646439989407,0.7805247890295358,0.7786458333333334,0.0001,8,16,0.1,0,weighted_cross_entropy
9,0.4384492576939647,0.4606683760881424,0.7816455696202531,0.7630208333333334,0.0001,8,16,0.1,0,weighted_cross_entropy
10,0.4328898687214288,0.4654005753497283,0.7855353375527426,0.75625,0.0001,8,16,0.1,0,weighted_cross_entropy
11,0.42787140434930093,0.45693272575736044,0.7902821729957806,0.78125,0.0001,8,16,0.1,0,weighted_cross_entropy
12,0.4253302991767473,0.4698247397939364,0.788699894514768,0.7541666666666667,0.0001,8,16,0.1,0,weighted_cross_entropy
13,0.4194119204197252,0.463067460556825,0.7926555907172996,0.7541666666666667,0.0001,8,16,0.1,0,weighted_cross_entropy
14,0.4151673924004981,0.46971114923556645,0.7956882911392406,0.75625,0.0001,8,16,0.1,0,weighted_cross_entropy
