epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.5987253216122777,0.5114604736367862,0.6724683544303798,0.7098958333333333,0.0001,16,32,0.1,0,weighted_cross_entropy
2,0.5087360102793336,0.47917245179414747,0.738792194092827,0.74375,0.0001,16,32,0.1,0,weighted_cross_entropy
3,0.4858923644330431,0.47251512532432877,0.7535601265822784,0.7515625,0.0001,16,32,0.1,0,weighted_cross_entropy
4,0.4741070918141538,0.47591048826773963,0.7614715189873418,0.7380208333333333,0.0001,16,32,0.1,0,weighted_cross_entropy
5,0.46216100756126116,0.4632983329395453,0.7684599156118144,0.775,0.0001,16,32,0.1,0,weighted_cross_entropy
6,0.45277131260824605,0.4624466560781002,0.7752505274261603,0.7651041666666667,0.0001,16,32,0.1,0,weighted_cross_entropy
7,0.4440705617143132,0.4617795340716839,0.7780854430379747,0.7734375,0.0001,16,32,0.1,0,weighted_cross_entropy
8,0.4389693341866324,0.46978284617265065,0.7829641350210971,0.7552083333333334,0.0001,16,32,0.1,0,weighted_cross_entropy
9,0.4267750990101557,0.4575656019151211,0.7911392405063291,0.7786458333333334,0.0001,16,32,0.1,0,weighted_cross_entropy
10,0.42332474947101456,0.46044299403826394,0.7904799578059072,0.7744791666666667,0.0001,16,32,0.1,0,weighted_cross_entropy
11,0.4099047656489324,0.4719154559075832,0.7970068565400844,0.7557291666666667,0.0001,16,32,0.1,0,weighted_cross_entropy
12,0.40723867101382605,0.4624050649503867,0.7981935654008439,0.7713541666666667,0.0001,16,32,0.1,0,weighted_cross_entropy
