epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,dropout_rate,weight_decay
1,0.6788645273522486,0.6646006554365158,0.6038370253164557,0.60625,5e-05,0.2,0
2,0.6513239799169549,0.6327896595001221,0.6089794303797469,0.6286458333333333,5e-05,0.2,0
3,0.6191984100683832,0.5971550449728966,0.6547336497890295,0.6916666666666667,5e-05,0.2,0
4,0.5903796683132397,0.5695298820734024,0.6967299578059072,0.7088541666666667,5e-05,0.2,0
5,0.5700376392794058,0.5512021412452062,0.709256329113924,0.7255208333333333,5e-05,0.2,0
6,0.5569039695122071,0.5388882671793301,0.7185522151898734,0.728125,5e-05,0.2,0
7,0.5480109031316097,0.5302790522575378,0.721123417721519,0.7421875,5e-05,0.2,0
8,0.5420321808334141,0.5242130781213442,0.7265295358649789,0.7442708333333333,5e-05,0.2,0
9,0.5378435748916135,0.5198210035761197,0.7284414556962026,0.7458333333333333,5e-05,0.2,0
10,0.5346165573546655,0.5165230641762416,0.7324630801687764,0.753125,5e-05,0.2,0
11,0.531508736721071,0.5138124282161395,0.7310785864978903,0.7541666666666667,5e-05,0.2,0
12,0.5294450208356108,0.5118475278218587,0.7356276371308017,0.7546875,5e-05,0.2,0
13,0.5273638001725643,0.5101353406906128,0.734375,0.7515625,5e-05,0.2,0
14,0.5254293722945427,0.5087392792105675,0.7381988396624473,0.7494791666666667,5e-05,0.2,0
15,0.5249689635093705,0.5075483456254005,0.7372758438818565,0.7479166666666667,5e-05,0.2,0
16,0.5229581545425367,0.5065385788679123,0.7380010548523207,0.7489583333333333,5e-05,0.2,0
17,0.5215180931840768,0.5058059056599935,0.739121835443038,0.7484375,5e-05,0.2,0
18,0.5206760484961015,0.5048806677261989,0.7397151898734177,0.75,5e-05,0.2,0
19,0.519384203329368,0.5042349929610889,0.7409018987341772,0.7510416666666667,5e-05,0.2,0
20,0.5186673573803801,0.503530511756738,0.7396492616033755,0.7505208333333333,5e-05,0.2,0
21,0.5180179773503718,0.5031757424275081,0.7408359704641351,0.7494791666666667,5e-05,0.2,0
22,0.5175195263407905,0.5025982355078061,0.7430116033755274,0.7494791666666667,5e-05,0.2,0
23,0.516341028208471,0.5021286721030871,0.743209388185654,0.7526041666666666,5e-05,0.2,0
24,0.5146360354898851,0.501565749446551,0.742550105485232,0.7515625,5e-05,0.2,0
25,0.5152615987173113,0.50117297321558,0.7440005274261603,0.7510416666666667,5e-05,0.2,0
26,0.514213797286593,0.5008640060822169,0.7432753164556962,0.75,5e-05,0.2,0
27,0.5133396561261471,0.5005047092835109,0.7443960970464135,0.7515625,5e-05,0.2,0
28,0.5127113563979225,0.5000703280170758,0.743868670886076,0.7505208333333333,5e-05,0.2,0
29,0.5118503452982077,0.5000474721193313,0.7438027426160337,0.75,5e-05,0.2,0
30,0.5113712574987975,0.49932573139667513,0.7458465189873418,0.7484375,5e-05,0.2,0
31,0.5106360132684185,0.4989428142706553,0.7454509493670886,0.7494791666666667,5e-05,0.2,0
32,0.5096765579302099,0.49878525336583457,0.7469013713080169,0.7505208333333333,5e-05,0.2,0
33,0.5094150793326052,0.4984679862856865,0.7467695147679325,0.7505208333333333,5e-05,0.2,0
34,0.5087579270581153,0.4983870103955269,0.7488132911392406,0.7479166666666667,5e-05,0.2,0
35,0.5082264726800758,0.4979373812675476,0.7486155063291139,0.746875,5e-05,0.2,0
36,0.5069467930854121,0.4974797705809275,0.7481540084388185,0.7489583333333333,5e-05,0.2,0
37,0.5065338903338598,0.4972016841173172,0.7505274261603375,0.7484375,5e-05,0.2,0
38,0.5052243076925036,0.4971306319038073,0.7494725738396625,0.7489583333333333,5e-05,0.2,0
