epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,dropout_rate,weight_decay
1,0.6846333551004466,0.6813251594702403,0.6056830168776371,0.60625,1e-05,0.1,0.0001
2,0.6787616703580703,0.6753410696983337,0.6056830168776371,0.60625,1e-05,0.1,0.0001
3,0.6730836324299438,0.669500070810318,0.6056830168776371,0.60625,1e-05,0.1,0.0001
4,0.6676238950043288,0.6638257443904877,0.6056830168776371,0.60625,1e-05,0.1,0.0001
5,0.6622388725039325,0.6582040349642436,0.6056830168776371,0.60625,1e-05,0.1,0.0001
6,0.6568156565040476,0.6524896035591762,0.6056830168776371,0.60625,1e-05,0.1,0.0001
7,0.651323365762767,0.6466176450252533,0.6057489451476793,0.60625,1e-05,0.1,0.0001
8,0.645543528885781,0.6404525717099507,0.6080564345991561,0.6140625,1e-05,0.1,0.0001
9,0.6396428840824321,0.6340417464574178,0.6133306962025317,0.6239583333333333,1e-05,0.1,0.0001
10,0.6335028923010524,0.6276194165150325,0.6232199367088608,0.6401041666666667,1e-05,0.1,0.0001
11,0.6272888735628329,0.6211713304122289,0.6360759493670886,0.6536458333333334,1e-05,0.1,0.0001
12,0.6213806557001443,0.6148635427157084,0.6481408227848101,0.6661458333333333,1e-05,0.1,0.0001
13,0.6155509287294959,0.6087562551101049,0.6598101265822784,0.675,1e-05,0.1,0.0001
14,0.6098885913438434,0.6029324601093928,0.6703586497890295,0.6854166666666667,1e-05,0.1,0.0001
15,0.6043879352667161,0.5973611811796824,0.678995253164557,0.6895833333333333,1e-05,0.1,0.0001
16,0.5995714262693743,0.5920794462164243,0.6872362869198312,0.6927083333333334,1e-05,0.1,0.0001
17,0.5946491676292339,0.5870603611071904,0.6908623417721519,0.6984375,1e-05,0.1,0.0001
18,0.5904840395043168,0.5823361153403918,0.6966640295358649,0.7015625,1e-05,0.1,0.0001
19,0.586050392706183,0.5778673529624939,0.698378164556962,0.6994791666666667,1e-05,0.1,0.0001
20,0.5818968378793338,0.5736371288696925,0.7024657172995781,0.7036458333333333,1e-05,0.1,0.0001
21,0.5784645891013528,0.5696566263834636,0.7050369198312236,0.7067708333333333,1e-05,0.1,0.0001
22,0.5747746308393116,0.5659022505084673,0.7067510548523207,0.7072916666666667,1e-05,0.1,0.0001
23,0.5719092485145174,0.5623876333236695,0.7072784810126582,0.7114583333333333,1e-05,0.1,0.0001
24,0.5687017277951985,0.5590797364711761,0.709915611814346,0.7151041666666667,1e-05,0.1,0.0001
25,0.5662208113363524,0.5560040305058161,0.7117616033755274,0.7171875,1e-05,0.1,0.0001
26,0.5634354012802181,0.5531535809238751,0.7131460970464135,0.7192708333333333,1e-05,0.1,0.0001
27,0.5610486412350135,0.5504335016012192,0.7142668776371308,0.7239583333333334,1e-05,0.1,0.0001
28,0.558861973290705,0.5479279746611913,0.7155854430379747,0.7270833333333333,1e-05,0.1,0.0001
29,0.5566726630624337,0.5455465267101923,0.7165743670886076,0.7302083333333333,1e-05,0.1,0.0001
30,0.5547232835353175,0.5433012296756109,0.7175632911392406,0.7296875,1e-05,0.1,0.0001
