epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,0.6393641829208976,0.5789569449244123,0.6278946124763705,0.6889204545454546,0.0001,8,16,0.1,0.0001,cross_entropy
2,0.5794697766155286,0.5534934175736976,0.6886814744801513,0.7012310606060606,0.0001,8,16,0.1,0.0001,cross_entropy
3,0.5568557413742087,0.5594261126084761,0.7024456521739131,0.7083333333333334,0.0001,8,16,0.1,0.0001,cross_entropy
4,0.5453467600061672,0.5436470300862284,0.7122518903591682,0.7035984848484849,0.0001,8,16,0.1,0.0001,cross_entropy
5,0.5354893917960796,0.537213452837684,0.723475897920605,0.71875,0.0001,8,16,0.1,0.0001,cross_entropy
6,0.5286818373744113,0.5323061807589098,0.7297377126654064,0.7225378787878788,0.0001,8,16,0.1,0.0001,cross_entropy
7,0.5247676155066896,0.5404371420542399,0.7302103024574669,0.7097537878787878,0.0001,8,16,0.1,0.0001,cross_entropy
8,0.5177954631964966,0.5293695511239948,0.7304465973534972,0.7244318181818182,0.0001,8,16,0.1,0.0001,cross_entropy
9,0.5137759600334673,0.5336712969071937,0.738008034026465,0.7315340909090909,0.0001,8,16,0.1,0.0001,cross_entropy
10,0.5055837881362281,0.5287675243435483,0.7429702268431002,0.7348484848484849,0.0001,8,16,0.1,0.0001,cross_entropy
11,0.5027625274568064,0.5346475008762244,0.7440335538752363,0.724905303030303,0.0001,8,16,0.1,0.0001,cross_entropy
12,0.4993587458270315,0.5242599817839536,0.7459239130434783,0.7372159090909091,0.0001,8,16,0.1,0.0001,cross_entropy
13,0.4928747779480226,0.5290875778053746,0.7512405482041588,0.7277462121212122,0.0001,8,16,0.1,0.0001,cross_entropy
14,0.489203822466286,0.5464235512596188,0.7537216446124764,0.7220643939393939,0.0001,8,16,0.1,0.0001,cross_entropy
15,0.48576627928052374,0.5323374135927721,0.7558482986767486,0.7372159090909091,0.0001,8,16,0.1,0.0001,cross_entropy
